Arquivo,Tipo,Data,Score_Mistral,Status,Clean_Text
Copom230-not20200506230.pdf,Ata COPOM,2020-05-06,0.65,SUCESSO,"expectativas implícitas nos títulos públicos. O Comitê reafirma seu compromisso com a meta para a inflação estabelecida pelo Conselho Monetário Nacional, que sempre foi e segue sendo o principal objetivo da política monetária. 18. Dois membros do Comitê ponderaram que, mesmo com a possibilidade de elevação da taxa de juros estrutural, poderia ser oportuno prover todo o estímulo necessário de imediato, em conjunto com a sinalização de manutenção da taxa básica de juros pelos próximos meses, de modo a reduzir os riscos de não cumprimento da meta para a inflação de 2021. 19. Entretanto, foi preponderante a avaliação de que, frente à conjuntura de elevada incerteza doméstica, o espaço remanescente para utilização da política monetária é incerto e pode ser pequeno. Assim, o Copom optou por uma provisão de estímulo mais moderada, com o benefício de acumular mais informação até sua próxima reunião. D) Decisão de política monetária 20. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, reduzir a taxa básica de juros em 0, 75 ponto percentual, para 3, 00% a.a. O Comitê entende que essa decisão reflete seu cenár io básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui o ano-calendário de 2021. 21. O Copom avalia que perseverar no processo de reformas e ajustes necessários na economia brasileira é essencial para permitir a recuperação sustentável da economia. O Comitê ressalta, ainda, que questionamentos sobre a continuidade das reformas e alterações de caráter permanente no processo de ajuste das contas públicas podem elevar a taxa de juros estrutural da economia. 22. O Copom entende que , neste momento, a conjuntura econômica prescreve estímulo monetário extraordinariamente elevado, mas reforça que há Banco Central do Brasil 230ª Reunião do Copom 5 potenciais limitações para o grau de ajuste adicional. O Comitê avalia que a trajetória fiscal ao longo do próximo ano, assim como a percepção sobre sua sustentabilidade, serão decisivas para determinar o prolongamento do estímulo. 23. Para a próxima reunião, condicional ao cenário fiscal e à conjuntura econômica, o Comitê considera um último ajuste, não maior do que o atual, para complementar o grau de estímulo necessário como reação às consequências econômicas da pandemia da Covid-19. No entanto, o Comitê reconhece que se elevou a variância do seu balanço de riscos e ressalta que novas informações sobre os efeitos da pandemia, assim como uma diminuição das incertezas no âmbito fiscal, serão essenciais para definir seus próximos passos. 24. Votaram por essa decisão os seguintes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fabio Kanczuk, Fernanda Feitosa Nechio, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza."
Copom231-not20200617231.pdf,Ata COPOM,2020-06-17,0.75,SUCESSO,"nda, ainda que acompanhado de maior fragilidade fiscal, gerou um processo de revisão p ara baixo nas expectativas de inflação, em particular para o horizonte relevante da política monetária. Embora esse movimento pareça ter cessado nas expectativas implícitas nos títulos públicos, ele continuou ocorrendo nas expectativas coletadas pela pesquisa Focus. Assim sendo, o Comitê segue atento a revisões do cenário econômico e de expectativas de inflação e reafirmou seu compromisso com a meta para a inflação estabelecida pelo Conselho Monetário Nacional, que sempre foi e segue sendo o principal objetivo da política monetária. D) Decisão de política monetária 17. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, reduzir a taxa básica de juros em 0, 75 ponto percentual, para 2,25% a.a. O Comitê entende que essa decisão reflete seu cenár io básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui o ano-calendário de 2021. 18. O Copom avalia que perseverar no processo de reformas e ajustes necessários na economia brasileira é essencial para permitir a recuperação sustentável da economia. O Comitê ressalta, ainda, que questionamentos sobre a continuidade das reformas e alterações de caráter permanente no processo de ajuste das contas públicas podem elevar a taxa de juros estrutural da economia. 19. O Copom entende que , neste momento, a conjuntura econômica prescreve estímulo monetário extraordinariamente elevado, mas reconhece que o espaço remanescente para a utilização de política monetária é incerto e deve ser pequeno . O Comitê avalia que a trajetória fiscal ao longo do próximo ano, assim como a percepção sobre sua sustentabilidade, serão decisivas para determinar o prolongamento do estímulo. 20. Neste momento, o Comitê considera que a magnitude do estímulo monetário já implementado parece compatível com os impactos econômicos da pandemia da Covid -19. Para a s próximas reuniões, o Comitê vê como apropriado avaliar os impactos da pandemia e do conjunto de medidas d e incentivo ao crédito e recomposição de renda, e antevê que um eventual ajuste futuro no grau de estímulo monetário será residual. No entanto, o Copom segue atento a revisões do cenário econômico e de expectativas de inflação para o horizonte relevante de política monetária. O Comitê reconhece que , em vista do cenário básico e do seu balanço de riscos, novas informações sobre a evolução da pandemia, assim como uma diminuição das incertezas no âmbito fiscal, serão essenciais para definir seus próximos passos. 21. Votaram por essa decisão os seguintes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fernanda Feitosa Nechio, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza."
Copom232-not20200805232.pdf,Ata COPOM,2020-08-05,0.75,SUCESSO,"rizonte correspondente, indicariam o fim da intenção. 19. Frente às dificuldades inerentes ao uso de prescrições futuras em economias emergentes, a lém das expectativas e projeções de inflação no horizonte Banco Central do Brasil 232ª Reunião do Copom 5 relevante, o Comitê também considerou necessário condicionar sua intenção para a política de juros a dois outros fatores. Primeiro, à manutenção do regime fiscal, já que sua ruptura implicaria alterações significativas para a taxa de juros es trutural da economia. Segundo, à ancoragem das expectativas de inflação de longo prazo, tendo em vista que a desancoragem indicaria que o s custos derivados do estímulo monetário estariam se sobrepondo a seus benefícios. D) Decisão de política monetária 20. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, reduzir a taxa básica de juros em 0, 25 ponto percentual, para 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui o ano -calendário de 2021 e, em grau menor, o de 2022. 21. O Copom avalia que perseverar no processo de reformas e ajustes necessários na economia brasileira é essencial para permitir a recuperação sustentável da economia. O Comitê ressalta, ainda, que questionamentos sobre a continuidade das reformas e alterações de caráter permanente no processo de ajuste das contas públicas podem elevar a taxa de juros estrutural da economia. 22. O Copom entende que a conjuntura econômica continua a prescrever estímulo monetário extraordinariamente elev ado, mas reconhece que, devido a questões prudenciais e de estabilidade financeira, o espaço remanescente para utilização da política monetária, se houver, deve ser pequeno. Consequentemente, eventuais ajustes futuros no atual grau de estímulo ocorreriam com gradualismo adicional e dependerão da percepção sobre a trajetória fiscal, assim como de novas informações que alterem a atual avaliação do Copom sobre a inflação prospectiva. 23. Apesar de uma assimetria em seu balanço dos riscos, o Copom não antevê reduçõ es no grau de estímulo monetário, a menos que as expectativas de inflação, assim como as projeções de inflação de seu cenário básico, estejam suficientemente próximas da meta de inflação para o horizonte relevante de política monetária, que atualmente incl ui o ano -calendário de 2021 e, em grau menor, o de 2022. Essa intenção é condicional à manutenção do atual regime fiscal e à ancoragem das expectativas de inflação de longo prazo. 24. Votaram por essa decisão os seguintes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fabio Kanczuk, Fernanda Feitosa Nechio, João Manoel Pinho de Mello , Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza."
Copom233-not20200916233.pdf,Ata COPOM,2020-09-16,0.75,SUCESSO,"a manutenção do forward guidance seguem satisfeitas. O Comitê considera que as expectativas de inflação assim como as projeções de inflação de seu cenário básico encontram -se significativamente abaixo da meta de inflação para o horizonte relevante de política monetária; o regime fiscal não foi alterado; e as expectativas de inflação de longo prazo permanecem ancoradas. D) Decisão de política monetária 20. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, manter a taxa básica de juros em 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui o ano-calendário de 2021 e, em grau menor, o de 2022. 21. O Copom avalia que perseverar no processo de reformas e ajustes necessários na economia brasileira é essencial para permitir a recuperação sustentável da economia. O Comitê ressalta, ainda, que questionamentos sobr e a continuidade das reformas e alterações de caráter permanente no processo de ajuste das contas públicas podem elevar a taxa de juros estrutural da economia. 22. O Copom entende que a conjuntura econômica continua a prescrever estímulo monetário extraordinar iamente elevado, mas reconhece que, devido a questões 233ª Reunião COPOM 15 e 16 de setembro 6 bcb.gov.br prudenciais e de estabilidade financeira, o espaço remanescente para utilização da política monetária, se houver, deve ser pequeno. Consequentemente, eventuais ajustes futuros no atual grau de estímulo ocorreriam com gradualismo adicional e dependerão da percepção sobre a trajetória fiscal, assim como de novas informações que alterem a atual avaliação do Copom sobre a inflação prospectiva. 23. De forma a prover o estímulo monetário considerado adequado para o cumprimento da meta para a inflação, mas mantendo a cautela necessária por razões prudenciais, o Copom considera apropriado manter uma “prescrição futura” (isto é, um “forward guidance ”) co mo um instrumento de política monetária adicional. Nesse sentido, e apesar de uma assimetria em seu balanço de riscos, o Copom não pretende reduzir o grau de estímulo monetário, a menos que as expectativas de inflação, assim como as projeções de inflação de seu cenário básico, estejam suficientemente próximas da meta de inflação para o horizonte relevante de política monetária, que atualmente inclui o ano -calendário de 2021 e, em grau menor, o de 2022. Essa intenção é condicional à manutenção do atual regim e fiscal e à ancoragem das expectativas de inflação de longo prazo. 24. Votaram por essa decisão os seguintes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fabio Kanczuk, Fernanda Feitosa Nechio, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza."
Copom234-not20201028234.pdf,Ata COPOM,2020-10-28,0.65,SUCESSO,"te para compensar o fato de seu cenário básico projetar inflações abaixo da meta no horizonte relevante. O Copom assim concluiu que o atual nível de estímulo monetário, produzido pela manutenção da t axa básica de juros em 2,00% a.a. e pelo forward guidance, está adequado, independentemente das restrições de natureza prudencial. 18. Finalmente, o Comitê discutiu a interpretação da cláusula fiscal de seu forward guidance, que condiciona a não elevação dos juros à manutenção do atual regime fiscal. O Comitê refletiu que alterações de política fiscal que afetem a trajetória da dívida pública ou comprometam a âncora fiscal motivariam uma reavaliação, mesmo que o teto dos gastos ainda esteja nominalmente mantido. Essa reavaliação seguiria o receituário do regime de metas para a inflação, sendo baseada na avaliação da inflação prospectiva e de seu balanço de riscos. D) Decisão de política monetária 19. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, manter a taxa básica de juros em 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui os anos-calendário de 2021 e 2022. 20. O Copom avalia que perseverar no processo de reformas e ajustes necessários na economia brasileira é essencial para permitir a recuperação sustentável da economia. O Comitê ressalta, ainda, que questionamentos sobre a continuidade das reformas e alterações de caráter permanente no processo de ajuste das contas públicas podem elevar a taxa de juros estrutural da economia. 21. O Copom entende que a conjuntura econômica continua a prescrever estímulo monetário extraordinariamente elevado, mas reconhece que, devido a questões prudenciais e de estabilidade financeira, o espaço remanescente para utilização da política monetária, se houver, deve ser pequeno. 22. O Comitê considera adequado o atual nível de estímulo monetário que vem sendo produzido pela manutenção da taxa básica de juros em 2,00% a.a. e pelo forward guidance adotado em sua 232ª reunião, segundo o qual o Copom não pretende reduzir o grau de estímulo monetário desde que determinadas condições sejam satisfeitas. O Copom avalia que essas condições seguem satisfeitas: as expectativas de inflação, assim como as projeções de inflação de seu cenário básico, encon tram-se significativamente abaixo da meta de inflação para o horizonte relevante de política monetária; o regime fiscal não foi alterado; e as expectativas de inflação de longo prazo permanecem ancoradas. 23. Votaram por essa decisão os seguintes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fabio Kanczuk, Fernanda Feitosa Nechio, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza."
Copom235-not20201209235.pdf,Ata COPOM,2020-12-09,0.75,SUCESSO,"unicação que, embora haja a possibilidade de o forward guidance ser retirado em breve, isso não implicaria mecanicamente aumento de juros. D) Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, manter a taxa bási ca de juros em 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui os anos-calendário de 2021 e 2022. 19. O Copom avalia que perseverar no processo de reformas e ajustes necessários na economia brasileira é essencial para permitir a recuperação sustentável da economia. O Comitê ressalta, ainda, que questionamentos sobre a continuidade das reformas e alterações de caráter permanente no processo de ajuste das contas públicas podem elevar a taxa de juros estrutural da economia. 20. O Comitê considera adequado o atual nível extraordinariamente elevado de estímulo monetário que vem sendo produzido pela manutenção da taxa básica de juros em 2,00% a.a. e pelo forward guidance adotado em sua 232ª reunião, segundo o qual o Copom não pretende reduzir o grau de estímulo monetário desde que determinadas condições sej am satisfeitas. O Copom avalia que essas condições seguem satisfeitas. Apesar da elevação desde a última reunião, em particular para o ano de 2021, as expectativas de inflação, assim como as projeções de inflação de seu cenário básico, permanecem abaixo da meta de inflação para o horizonte relevante de política monetária; o regime fiscal não foi alterado; e as expectativas de inflação de longo prazo permanecem ancoradas. 21. O Copom avalia que, desde a adoção do forward guidance , observou -se uma reversão da tendência de queda das expectativas de inflação em relação às metas para o horizonte relevante. Além disso, ao longo dos próximos meses, o ano -calendário de 2021 perderá relevância em detrimento ao de 2022, que está com projeções e expectativas de inflação em torno da meta. A manutenção desse cenário de convergência da inflação sugere que, em breve, as condições para a manutenção do forward guidance podem não mais ser satisfeitas, o que não implica mecanicamente uma elevação da taxa de juros pois a conjuntura econômica continua a prescrever estímulo extraordinariamente elevado frente às incertezas quanto à evolução da atividade. No cenário de retirada do forward guidance, a condução da política monetária seguirá o receituário do regime de metas para a inflação, baseado na análise da inflação prospectiva e de seu balanço de riscos. 22. Votaram por essa decisão os seguintes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fabio Kanczuk, Fernanda Feitosa Nec hio, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza."
Copom236-not20210120236.pdf,Ata COPOM,2021-01-20,0.3,SUCESSO," expectativas de inflação e a redução da ociosidade econômica, aproximando a projeção do cenário básico da meta de inflação no horizonte relevante. Por conseguinte, esses membros julgam que o Copom deveria considerar o início de um processo de normalização parcial, reduzindo o grau “extraordinário” dos estímulos monetários. 16. Ao final, o Comitê concluiu que, apesar de alguma normalização no funcionamento da economia, o ambiente de incerteza quanto à dinâmica prospectiva das principais variáveis econômicas permanece acima do usual. As próximas divulgações serão muito informativas sobre a evolução da pandemia, da atividade econômica e da política fiscal. Sendo assim, os benefícios de se aguardar essas divulgações para decidir os próximos passos da política monetária se sobrepõem aos custos. Por isso, o Copom julgou apropriado manter, neste momento, o grau extraordinariamente elevado de estímulo monetário. D) Decisão de política monetária 17. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, manter a taxa básica de juros em 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui o ano-calendário de 2021 e, principalmente, o de 2022. 18. O Copom avalia que perseverar no processo de reformas e ajustes necessários na economia brasileira é essencial para permitir a recuperação sustentável da economia. O Comitê ressalta, ainda, que ques tionamentos sobre a continuidade das reformas e alterações de caráter permanente no processo de ajuste das contas públicas podem elevar a taxa de juros estrutural da economia. 19. Segundo o forward guidance adotado em sua 232ª reunião, o Copom não reduziria o grau de estímulo monetário desde que determinadas condições fossem satisfeitas. Em vista das novas informações, o Copom avalia que essas condições deixaram de ser satisfeitas já que as expectativas de i nflação, assim como as projeções de inflação de seu cenário básico, estão suficientemente próximas da meta de inflação para o horizonte relevante de política monetária. Como consequência, o forward guidance deixa de existir e a condução da política monetár ia seguirá, doravante, a análise usual do balanço de riscos para a inflação prospectiva. 20. O Comitê reitera que o fim do forward guidance não implica mecanicamente uma elevação da taxa de juros pois a conjuntura econômica continua a prescrever, neste momento, estímulo extraordinariamente elevado frente às incertezas quanto à evolução da atividade. 21. Votaram por essa decisão os seguintes membr os do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fabio Kanczuk, Fernanda Feitosa Nechio, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza."
Copom237-not20210317237.pdf,Ata COPOM,2021-03-17,0.65,SUCESSO,"inflação ou balanço d e riscos, já que em última instância a decisão continuará dependendo da evolução da atividade econômica, do balanço de riscos, e das projeções e expectativas de inflação. D) Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,75 ponto percentual, para 2,75% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui o ano-calendário de 2021 e, principalmente, o de 2022. 19. O Copom avalia que perseve rar no processo de reformas e ajustes necessários na economia brasileira é essencial para permitir a recuperação sustentável da economia. O Comitê ressalta, ainda, que questionamentos sobre a continuidade das reformas e alterações de caráter permanente no processo de ajuste das contas públicas podem elevar a taxa de juros estrutural da economia. 20. Os membros do Copom consideram que o cenário atual já não prescreve um grau de estímulo extraordinário. O PIB encerrou 2020 com crescimento forte na margem, recuperando a maior parte da queda observada no primeiro semestre, e as expectativas de inflação passaram a se situar acima da meta no horizonte relevante de política monetária. Adicionalmente, houve elevação das projeções de inflação para níveis próximos ao limite superior da meta em 2021. 21. Por conseguinte, o Copom decidiu iniciar um processo de normalização parcial, reduzindo o grau extraordinário do estímulo monetário. Por todos os fatores enumerados anteriormente, o Comitê julgou adequado um ajuste de 0,75 ponto percentual na taxa Selic. Na avaliação do Comitê, uma estratégia de ajuste mais célere do grau de estímulo tem como benefício reduzir a probabilidade de não cumprimento da meta para a inflação deste ano, assim como manter a ancoragem das expectativas para horizontes mais longos. Além disso, o amplo conjunto de informações disponíveis para o Copom sugere que essa estratégia é compatível com o cumprimento da meta em 2022, mesmo em um cenário de aumento temporário do isolamento social . 22. Para a próxima reunião, a menos de uma mudança significativa nas projeções de inflação ou no balanço de riscos, o Comitê antevê a continuação do processo de normalização parcial do estímulo monetário com outro ajuste da mesma magnitude. O Copom ressalta que essa visão para a próxima reunião continuará dependendo da evolução da atividade econômica, do balanço de riscos, e das projeções e expectativas de inflação. 23. Votaram por essa decisão os seguintes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fabio Kanczuk, Fernanda Feitosa Nechio, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza."
Copom238-not20210505238.pdf,Ata COPOM,2021-05-05,0.6,SUCESSO,"flação. Adicionalmente, observou que elevações de juros subsequentes, sem interrupção, até o patamar considerado neutro implicam projeções consideravelmente abaixo da meta de inflação no horizonte re levante. O Copom reafirmou que essa visão para as próximas reuniões pode ser alterada caso haja mudança nas projeções de inflação ou no balanço de riscos, uma vez que a decisão continuará dependendo da evolução da atividade econômica, do balanço de riscos, e das projeções e expectativas de inflação. 15. O Comitê então discutiu a comunicação da política monetária e, em particular, a menção à “normalização parcial” dos juros. Os membros do Comitê apontaram que “normalização parcial” reflete suas opiniões sobre a política monetária adequada para a convergência da inflação para a meta no horizonte relevante . O Co pom entende que a menção à “normalização parcial”, assim como a divulgação do juro neutro e do hiato do produto implícitos nos modelos utilizados pelo Comitê, amplia a transparência sobre a função de reação do Banco Central e, consequentemente, aumenta a eficiência da política monetária. Naturalmente, o Copom reavalia seu cenário a cada reunião tendo como compromisso a convergência da inflação para a meta no horizonte relevante. 4 bcb.gov.br 238ª Reunião COPOM 4 e 5 de maio D) Decisão de política monetária 16. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,75 ponto percentual, para 3,50% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui o ano -calendário de 2022. Sem prejuízo de seu objetivo fundamental de estabilização de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego. 17. Neste momento, o cenário básico do Copom indica ser apropriada uma normalização parcial da taxa de juros, com a manutenção de algum estímulo monetário ao longo do processo de recuperação econômica. O Comitê enfatiza, entretanto, que não há compromisso com essa posição e que os passos futuros da política monetária poderão ser ajustados para assegurar o cumprimento da meta de inflação . 18. Para a próxima reunião, o Comitê antevê a continuação do processo de normalização parcial do estímulo monetário com outro ajuste da mesma magnitude. O Copom ressalta que essa visão continuará dependendo da evolução da atividade econômica, do balanço de riscos e das projeções e expectativas de inflação . 19. Votaram por essa decisão os seguintes membros do Com itê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Carolina de Assis Barros, Fabio Kanczuk, Fernanda Feitosa Nechio, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza. 5 bcb.gov.br"
Copom239-not20210616239.pdf,Ata COPOM,2021-06-16,-0.2,SUCESSO,"M 15 e 16 de junho 16. Primeira, acumular mais informações sobre os tradicionais determinantes da inflação e, em particular, de alguns de seus aspectos qualitativos: (i) a evolução dos preços mais inerciais, conforme o setor de Serviços se recupera, e (ii) o comportamento das expectativas de inflação, tanto da pesquisa Focus quanto o implícito nos preços de mercado. 17. Segunda, esclarecer a distinção entre transparência sobre as projeções condicionais e intenções invariantes de política monetária . O compromisso inequívoco do Banco Central é com a convergência da inflação para a meta no horizonte relevante e os passos futuros da política monetária são livremente ajustados com es se objetivo , conforme novas informações se tornam disponíveis. Desse modo, indicações sobre a trajetória futura dos juros, sejam para a próxima reunião ou para o patamar final, são elementos úteis para a compreensão da função de reação da política monetária . As informações obtidas no período entre as reuniões do Copom modificam as hipóteses presentes no cenário básico e no balanço de risco, e naturalmente alteram a trajetória futura dos juros. D) Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,75 ponto percentual, para 4,25% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante, que inclui o ano -calendário de 2022. Sem prejuízo de seu objetivo fundamental de assegurar a estabilida de de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego. 19. Neste momento, o cenário básico do Copom indica ser apropriada a normalização da taxa de juros para patamar considerado neutro. Esse ajuste é necessário para mitigar a disseminação dos atuais choques temporários sobre a inflação. O Comitê enfatiza, novamente, que não há compromisso com essa posição e que os passos futuros da política monetária poderão ser ajustados para assegurar o cumprimento da meta de inflação. 20. Para a próxima reunião, o Comitê antevê a continuação do processo de normalização monetária com outro ajuste da mesma magnitude. Contudo, uma deterioração das expectativas de inflação para o horizonte relevante pode exigir uma redução mais tempestiva dos estímulos monetários. O Comitê ressalta que essa avaliação também dependerá da evolução da atividade econômica, do balanço de riscos e de como esses fatores afetam as projeções de inflação. 21. Votaram por essa decisão os segui ntes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Bruno Serra Fernandes, Caroli na de Assis Barros, Fabio Kanczuk, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza. 5 bcb.gov.br"
Copom240-not20210804240.pdf,Ata COPOM,2021-08-04,-0.2,SUCESSO,"idirecionais das expectativas pode gerar um aumento da percepção da iné rcia inflacionária. Finalmente, pode haver, entre os participantes de mercado, diferentes premissas sobre a função de reação da política monetária. 4 bcb.gov.br 240ª Reunião COPOM 3 e 4 de agosto 16. Como resultado dessa discussão, o Copom avaliou que a piora recente em componentes inerciais dos índices de preços, em meio à reabertura do setor de serviços, poderia provocar uma deterioração adicional das expectativas de inflação, elevando os custos para sua convergência futura. O Comitê considerou que deveria, mais uma vez, reforçar seu co mpromisso inequívoco na persecução das metas de inflação no horizonte relevante de política monetária, tendo como norte o seu cenário básico, assim como a avaliação sobre o balanço de riscos. 17. Finalmente, o Copom concluiu que um ajuste mais tempestivo da política monetária é a estratégia mais apropriada, neste momento, para assegurar a convergência da inflação para as metas de 2022 e 2023. D) Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 1,00 ponto percentual, para 5,25% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para as metas no horizonte relevante, que inclui o ano -calendário de 2022 e, em grau menor, o de 2023. Esse ajuste também reflete a percepção do Comi tê de que a piora recente em componentes inerciais dos índices de preços, em meio à reabertura do setor de serviços, poderia provocar uma deterioração adicional das expectativas de inflação. O Copom considera que, neste momento, a estratégia de ser mais te mpestivo no ajuste da política monetária é a mais apropriada para garantir a ancoragem das expectativas de inflação. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do ní vel de atividade econômica e fomento do pleno emprego. 19. Neste momento, o cenário básico e o balanço de riscos do Copom indicam ser apropriado um ciclo de elevação da taxa de juros para patamar acima do neutro . 20. Para a próxima reunião, o Comitê antevê outro a juste da mesma magnitude. O Copom enfatiza que os passos futuros da política monetária poderão ser ajustados para assegurar o cumprimento da meta de inflação e dependerão da evolução da atividade econômica, do balanço de riscos e das projeções e expectativ as de inflação para o horizonte relevante da política monetária. 21. Votaram por essa decisão os seguintes membros do Comitê: Roberto Oliveira Campos Neto (presidente), Caroli na de Assis Barros, Fabio Kanczuk, Fernanda Magalhães Rumenos Guardado, João Manoel Pinho de Mello, Maurício Costa de Moura, Otávio Ribeiro Damaso e Paulo Sérgio Neves de Souza. 5 bcb.gov.br"
